Sub-Brand,Bin Series,Diameter (ft),Rings,Maximum Capactiy (Bushels) No Plenum,Eave Height (ft),Peak Height (ft),Capacity (cu. ft),Metric Tons 800 kg/m^3,Metric Tons 721 kg/m^3,Metric Tons 640 kg/m^3,Eave Height (m),Peak Height (m),Maximum Cap. (cu. m),Diameter (m),Roof Angle (degrees),Corrugation,Bottom
GSI 40 SERIES BINS,4024 SERIES,12,3,"1,061","11'1""","14'7""","1,358",33,29,26,3.38,4.45,38,3.657599883,30.33118272,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,12,4,"1,411","14'9""","18'3""","1,768",42,38,34,4.5,5.56,50,3.657599883,30.09722706,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,12,5,"1,761","18'5""","21'11""","2,178",52,47,42,5.61,6.68,62,3.657599883,30.33118272,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,12,6,"2,110","22'1""","25'7""","2,589",62,56,50,6.73,7.79,73,3.657599883,30.09722706,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,12,7,"2,460","25'9""","29'3""","2,999",72,65,58,7.85,8.91,85,3.657599883,30.09722706,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,12,8,"2,810","29'5""","32'11""","3,409",82,74,65,8.97,10.03,97,3.657599883,30.09722706,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,12,9,"3,159","33'1""","36'7""","3,820",92,83,73,10.08,11.15,108,3.657599883,30.33118272,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,12,10,"3,509","36'9""","40'3""","4,230",102,92,81,11.2,12.26,120,3.657599883,30.09722706,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,12,11,"3,859","40'5""","43'11""","4,640",111,100,89,12.32,13.68,131,3.657599883,36.63659771,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,12,12,"4,208","44'1""","47'7""","5,051",121,109,97,13.44,14.5,143,3.657599883,30.09722706,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,12,13,"4,558","47'9""","51'3""","5,461",131,118,105,14.55,15.62,155,3.657599883,30.33118272,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,15,3,"1,698","11'1""","15'5""","2,168",52,47,42,3.38,4.69,61,4.571999854,29.81501153,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,15,4,"2,244","14'9""","19'1""","2,809",67,61,54,4.5,5.82,80,4.571999854,30.00333325,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,15,5,"2,791","18'5""","22'9""","3,450",83,75,66,5.61,6.95,98,4.571999854,30.37784034,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,15,6,"3,338","22'1""","26'5""","4,091",98,89,79,6.73,8.08,116,4.571999854,30.56402582,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,15,7,"3,883","25'9""","30'1""","4,732",114,102,91,7.85,9.21,134,4.571999854,30.74949946,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,15,8,"4,429","29'5""","33'9""","5,373",129,116,103,8.97,10.34,152,4.571999854,30.93426145,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,15,9,"4,976","33'1""","37'5""","6,014",144,130,116,10.08,11.47,170,4.571999854,31.30165162,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,15,10,"5,522","36'9""","41'1""","6,655",160,144,128,11.2,12.6,188,4.571999854,31.4842805,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,15,11,"6,068","40'5""","44'9""","7,297",175,158,140,12.32,13.73,207,4.571999854,31.66619915,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,15,12,"6,615","44'1""","48'5""","7,938",191,172,152,13.44,14.86,225,4.571999854,31.84740804,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,15,13,"7,161","47'9""","52'1""","8,579",206,186,165,14.55,15.99,243,4.571999854,32.2076988,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,18,3,"2,502","11'1""","16'3""","3,188",77,69,61,3.38,4.95,90,5.486399824,29.78355534,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,18,4,"3,288","14'9""","19'11""","4,111",99,89,79,4.5,6.07,116,5.486399824,29.78355534,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,18,5,"4,075","18'5""","23'7""","5,034",121,109,97,5.61,7.19,143,5.486399824,29.94063847,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,18,6,"4,862","22'1""","27'3""","5,958",143,129,114,6.73,8.31,169,5.486399824,29.94063847,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,18,7,"5,648","25'9""","30'11""","6,881",165,149,132,7.85,9.43,195,5.486399824,29.94063847,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,18,8,"6,435","29'5""","34'7""","7,804",187,169,150,8.97,10.55,221,5.486399824,29.94063847,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,18,9,"7,222","33'1""","38'3""","8,727",210,189,168,10.08,11.67,247,5.486399824,30.09722706,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,18,10,"8,009","36'9""","41'11""","9,650",232,209,185,11.2,12.79,273,5.486399824,30.09722706,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,18,11,"8,795","40'5""","45'7""","10,574",254,229,203,12.32,13.91,299,5.486399824,30.09722706,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,18,12,"9,582","44'1""","49'3""","11,497",276,249,221,13.44,15.03,326,5.486399824,30.09722706,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,18,13,"10,369","47'9""","52'11""","12,420",298,269,239,14.55,16.15,352,5.486399824,30.25332112,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,21,3,"3,482","11'1""","17'2""","4,430",106,96,85,3.38,5.23,125,6.400799795,30.03017822,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,21,4,"4,553","14'9""","20'10""","5,686",137,123,109,4.5,6.35,161,6.400799795,30.03017822,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,21,5,"5,624","18'5""","24'6""","6,943",167,150,133,5.61,7.47,197,6.400799795,30.16418507,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,21,6,"6,695","22'1""","28'2""","8,200",197,177,158,6.73,8.59,232,6.400799795,30.16418507,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,21,7,"7,765","25'9""","31'10""","9,456",227,205,182,7.85,9.71,268,6.400799795,30.16418507,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,21,8,"8,836","29'5""","35'6""","10,713",257,232,206,8.97,10.83,303,6.400799795,30.16418507,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,21,9,"9,907","33'1""","39'2""","11,969",287,259,230,10.08,11.95,339,6.400799795,30.2978286,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,21,10,"10,978","36'9""","42'10""","13,226",318,286,254,11.2,13.07,375,6.400799795,30.2978286,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,21,11,"12,048","40'5""","46'6""","14,483",348,313,278,12.32,14.19,410,6.400799795,30.2978286,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,21,12,"13,119","44'1""","50'2""","15,739",378,341,302,13.44,15.31,446,6.400799795,30.2978286,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,21,13,"14,190","47'9""","53'10""","16,996",408,368,327,14.55,16.43,481,6.400799795,30.43110884,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,24,3,"4,649","11'1""","18'0""","5,904",142,128,113,3.38,5.48,167,7.315199766,29.86215872,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,24,4,"6,048","14'9""","21'8""","7,545",181,163,145,4.5,6.6,214,7.315199766,29.86215872,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,24,5,"7,446","18'5""","25'4""","9,187",221,199,176,5.61,7.72,260,7.315199766,29.97983198,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,24,6,"8,845","22'1""","29'0""","10,828",260,234,208,6.73,8.84,307,7.315199766,29.97983198,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,24,7,"10,244","25'9""","32'8""","12,469",299,270,240,7.85,9.96,353,7.315199766,29.97983198,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,24,8,"11,642","29'5""","36'4""","14,111",339,305,271,8.97,11.08,400,7.315199766,29.97983198,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,24,9,"13,041","33'1""","40'0""","15,752",378,341,303,10.08,12.2,446,7.315199766,30.09722706,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,24,10,"14,439","36'9""","43'8""","17,393",418,376,334,11.2,13.32,493,7.315199766,30.09722706,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,24,11,"15,838","40'5""","47'4""","19,034",457,412,366,12.32,14.44,539,7.315199766,30.09722706,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,24,12,"17,236","44'1""","51'0""","20,676",496,447,397,13.44,15.56,585,7.315199766,30.09722706,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,24,13,"18,635","47'9""","54'8""","22,317",536,483,429,14.55,16.68,632,7.315199766,30.21434397,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,27,3,"6,012","11'1""","18'11""","7,622",183,165,146,3.38,5.66,216,8.229599737,28.99072368,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,27,4,"7,782","14'9""","22'7""","9,699",233,210,186,4.5,6.78,275,8.229599737,28.99072368,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,27,5,"9,552","18'5""","26'3""","11,777",283,255,226,5.61,7.9,333,8.229599737,29.09714843,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,27,6,"11,322","22'1""","29'11""","13,854",333,300,266,6.73,9.01,392,8.229599737,28.99072368,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,27,7,"13,092","25'9""","33'7""","15,931",383,345,306,7.85,10.14,451,8.229599737,29.09714843,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,27,8,"14,862","29'5""","37'3""","18,008",432,390,346,8.97,11.25,510,8.229599737,28.99072368,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,27,9,"16,632","33'1""","40'11""","20,086",482,435,386,10.08,12.37,569,8.229599737,29.09714843,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,27,10,"18,402","36'9""","44'7""","22,163",532,480,426,11.2,13.49,628,8.229599737,29.09714843,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,27,11,"20,172","40'5""","48'3""","24,240",582,525,466,12.32,14.61,686,8.229599737,29.09714843,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,27,12,"21,942","44'1""","51'11""","26,317",632,570,506,13.44,15.72,745,8.229599737,28.99072368,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,27,13,"23,712","47'9""","55'7""","28,395",682,614,545,14.55,16.87,804,8.229599737,29.41510506,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,30,3,"7,580","11'1""","19'10""","9,595",230,208,184,3.38,6.05,272,9.143999707,30.2844806,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,30,4,"9,765","14'9""","23'6""","12,160",292,263,234,4.5,7.16,344,9.143999707,30.19094284,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,30,5,"11,950","18'5""","27'2""","14,724",354,319,283,5.61,8.27,417,9.143999707,30.19094284,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,30,6,"14,135","22'1""","30'10""","17,289",415,374,332,6.73,9.38,490,9.143999707,30.09722706,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,30,7,"16,321","25'9""","34'6""","19,853",477,430,381,7.85,10.49,562,9.143999707,30.00333325,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,30,8,"18,506","29'5""","38'2""","22,418",538,485,431,8.97,11.6,635,9.143999707,29.9092614,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,30,9,"20,691","33'1""","41'10""","24,982",600,541,480,10.08,12.71,707,9.143999707,29.9092614,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,30,10,"22,876","36'9""","45'6""","27,547",661,596,529,11.2,13.82,780,9.143999707,29.81501153,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,30,11,"25,061","40'5""","49'2""","30,111",723,652,578,12.32,14.93,853,9.143999707,29.72058362,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,30,12,"27,247","44'1""","52'10""","32,676",785,707,628,13.44,16.04,925,9.143999707,29.6259777,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,30,13,"29,432","47'9""","56'6""","35,240",846,763,677,14.56,17.15,998,9.143999707,29.53119378,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,30,14,"31,617","51'5""","60'2""","37,805",908,818,726,15.68,18.26,"1,071",9.143999707,29.43623187,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,30,15,"33,802","55'1""","63'10""","40,369",969,874,776,16.8,19.37,"1,143",9.143999707,29.341092,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,30,16,"35,987","58'9""","67'6""","42,934","1,031",929,825,17.92,20.48,"1,216",9.143999707,29.24577419,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,30,17,"38,173","62'5""","71'2""","45,498","1,092",985,874,19.04,21.59,"1,288",9.143999707,29.15027847,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,30,18,"40,358","66'1""","74'10""","48,063","1,154","1,040",923,20.16,22.7,"1,361",9.143999707,29.05460488,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,30,19,"42,543","69'9""","78'6""","50,627","1,216","1,096",973,21.28,23.81,"1,434",9.143999707,28.95875344,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,30,20,"44,728","73'5""","82'2""","53,192","1,277","1,151","1,022",22.4,24.92,"1,506",9.143999707,28.86272421,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,30,21,"46,913","77'1""","85'10""","55,756","1,339","1,207","1,071",23.52,26.03,"1,579",9.143999707,28.76651723,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,33,3,"9,362","11'1""","20'8""","11,834",284,256,227,3.38,6.29,335,10.05839968,30.05457012,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,33,4,"12,006","14'9""","24'4""","14,937",359,323,287,4.5,7.42,423,10.05839968,30.13984721,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,33,5,"14,651","18'5""","28'0""","18,040",433,390,347,5.61,8.55,511,10.05839968,30.30996,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,33,6,"17,295","22'1""","31'8""","21,143",508,458,406,6.73,9.68,599,10.05839968,30.39479571,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,33,7,"19,939","25'9""","35'4""","24,246",582,525,466,7.85,10.81,687,10.05839968,30.47948431,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,33,8,"22,583","29'5""","39'0""","27,349",657,592,525,8.97,11.94,774,10.05839968,30.56402582,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,33,9,"25,227","33'1""","42'8""","30,452",731,659,585,10.08,13.07,862,10.05839968,30.73266763,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,33,10,"27,871","36'9""","46'4""","33,555",806,726,645,11.2,14.2,950,10.05839968,30.81676796,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,33,11,"30,515","40'5""","50'0""","36,658",880,793,704,12.32,15.33,"1,038",10.05839968,30.90072128,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,33,12,"33,159","44'1""","53'8""","39,761",955,860,764,13.44,16.46,"1,126",10.05839968,30.9845276,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,33,13,"35,803","47'9""","57'4""","42,864","1,029",928,823,14.56,17.59,"1,214",10.05839968,31.06818697,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,33,14,"38,447","51'5""","61'0""","45,967","1,104",995,883,15.68,18.72,"1,302",10.05839968,31.1516994,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,33,15,"41,091","55'1""","64'8""","49,070","1,178","1,062",943,16.8,19.85,"1,390",10.05839968,31.23506493,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,33,16,"43,735","58'9""","68'4""","52,174","1,253","1,129","1,002",17.92,20.98,"1,477",10.05839968,31.3182836,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,33,17,"46,380","62'5""","72'0""","55,277","1,327","1,196","1,062",19.04,22.11,"1,565",10.05839968,31.40135544,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,33,18,"49,024","66'1""","75'8""","58,380","1,402","1,263","1,122",20.16,23.24,"1,653",10.05839968,31.4842805,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,33,19,"51,668","69'9""","79'4""","61,483","1,476","1,331","1,181",21.28,24.37,"1,741",10.05839968,31.56705881,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,33,20,"54,312","73'5""","83'0""","64,586","1,551","1,398","1,241",22.4,25.5,"1,829",10.05839968,31.64969042,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,33,21,"56,956","77'1""","86'8""","67,689","1,625","1,465","1,300",23.52,26.63,"1,917",10.05839968,31.73217538,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,33,3,"11,369","11'1""","21'7""","14,350",345,311,276,3.38,6.55,406,10.05839968,32.22400833,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,33,4,"14,516","14'9""","25'3""","18,043",433,390,347,4.5,7.67,511,10.05839968,32.22400833,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,33,5,"17,662","18'5""","28'11""","21,735",522,470,418,5.61,8.79,615,10.05839968,32.30546821,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,33,6,"20,809","22'1""","32'7""","25,428",611,550,488,6.73,9.91,720,10.05839968,32.30546821,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,33,7,"23,956","25'9""","36'3""","29,121",699,630,559,7.85,11.02,825,10.05839968,32.22400833,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,33,8,"27,102","29'5""","39'11""","32,814",788,710,630,8.97,12.14,929,10.05839968,32.22400833,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,33,9,"30,249","33'1""","43'7""","36,507",877,790,701,10.08,13.26,"1,034",10.05839968,32.30546821,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,33,10,"33,396","36'9""","47'3""","40,200",965,870,772,11.2,14.38,"1,138",10.05839968,32.30546821,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,33,11,"36,542","40'5""","50'11""","43,893","1,054",950,843,12.32,15.49,"1,243",10.05839968,32.22400833,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,33,12,"39,689","44'1""","54'7""","47,586","1,143","1,030",914,13.44,16.61,"1,347",10.05839968,32.22400833,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,33,13,"42,836","47'9""","58'3""","51,279","1,231","1,110",985,14.56,17.73,"1,452",10.05839968,32.22400833,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,33,14,"45,982","51'5""","61'11""","54,971","1,320","1,190","1,056",15.68,18.85,"1,557",10.05839968,32.22400833,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,33,15,"49,129","55'1""","65'7""","58,664","1,409","1,270","1,127",16.8,19.96,"1,661",10.05839968,32.14240218,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,33,16,"52,276","58'9""","69'3""","62,357","1,497","1,349","1,198",17.92,21.08,"1,766",10.05839968,32.14240218,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,33,17,"55,422","62'5""","72'11""","66,050","1,586","1,429","1,269",19.04,22.2,"1,870",10.05839968,32.14240218,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,33,18,"58,569","66'1""","76'7""","69,743","1,675","1,509","1,340",20.16,23.32,"1,975",10.05839968,32.14240218,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,33,19,"61,716","69'9""","80'3""","73,436","1,763","1,589","1,411",21.28,24.44,"2,079",10.05839968,32.14240218,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,33,20,"64,862","73'5""","83'11""","77,129","1,852","1,669","1,482",22.4,25.56,"2,184",10.05839968,32.14240218,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,33,21,"68,009","77'1""","87'7""","80,822","1,941","1,749","1,553",23.52,26.68,"2,289",10.05839968,32.14240218,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,42,3,"16,092","11'1""","23'4""","20,256",486,438,389,3.38,7.1,574,12.80159959,30.16418507,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,42,4,"20,375","14'9""","27'0""","25,283",607,547,486,4.5,8.2,716,12.80159959,30.03017822,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,42,5,"24,658","18'5""","30'8""","30,309",728,656,582,5.61,9.32,858,12.80159959,30.09722706,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,42,6,"28,941","22'1""","34'4""","35,336",848,765,679,6.73,10.44,"1,001",12.80159959,30.09722706,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,42,7,"33,224","25'9""","38'0""","40,362",969,873,775,7.85,11.56,"1,143",12.80159959,30.09722706,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,42,8,"37,507","29'5""","41'8""","45,389","1,090",982,872,8.97,12.68,"1,285",12.80159959,30.09722706,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,42,9,"41,790","33'1""","45'4""","50,415","1,211","1,091",969,10.08,13.8,"1,428",12.80159959,30.16418507,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,42,10,"46,073","36'9""","49'0""","55,441","1,331","1,200","1,065",11.2,14.92,"1,570",12.80159959,30.16418507,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,42,11,"50,356","40'5""","52'8""","60,468","1,452","1,309","1,162",12.32,16.04,"1,712",12.80159959,30.16418507,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,42,12,"54,639","44'1""","56'4""","65,494","1,573","1,417","1,258",13.44,17.15,"1,855",12.80159959,30.09722706,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,42,13,"58,922","47'9""","60'0""","70,521","1,693","1,526","1,355",14.56,18.27,"1,997",12.80159959,30.09722706,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,42,14,"63,205","51'5""","62'8""","75,547","1,814","1,635","1,451",15.68,19.08,"2,139",12.80159959,27.9765081,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,42,15,"67,488","55'1""","66'4""","80,574","1,935","1,744","1,548",16.79,20.2,"2,282",12.80159959,28.04627771,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,42,16,"71,771","58'9""","70'0""","85,600","2,055","1,852","1,644",17.91,21.32,"2,424",12.80159959,28.04627771,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,42,17,"76,054","62'5""","73'8""","90,627","2,176","1,961","1,741",19.02,22.44,"2,566",12.80159959,28.11595691,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,42,18,"80,337","66'1""","77'4""","95,653","2,297","2,070","1,838",20.14,23.55,"2,709",12.80159959,28.04627771,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,42,19,"84,620","69'9""","81'0""","100,679","2,417","2,179","1,934",21.26,24.67,"2,851",12.80159959,28.04627771,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,42,20,"88,903","73'5""","84'8""","105,706","2,538","2,288","2,031",22.38,25.79,"2,993",12.80159959,28.04627771,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,42,21,"93,186","77'1""","88'4""","110,732","2,659","2,396","2,127",23.5,26.91,"3,136",12.80159959,28.04627771,Wide,Flat
GSI 40 SERIES BINS,4024 SERIES,48,3,"21,825","11'1""","25'1""","27,404",658,593,526,3.39,7.64,776,14.63039953,30.15582029,Wide,Flat
